,client_id,visit_id,visitor_id,treatment_group,total_steps,backward_steps,error_rate
52785,9077799,265433684_89986826073_474193,324953262_99248164220,Test,7,2,28.57142857142857
52786,9077799,793168552_84094856066_456466,324953262_99248164220,Test,10,4,40.0
52787,9078446,380280717_1547651493_866846,652671903_43018591662,Test,5,2,40.0
52788,9078665,241288184_70154112652_908085,752758560_77001086323,Test,5,0,0.0
52789,9078686,806478849_48578802513_786280,581275671_98650495265,Control,9,2,22.22222222222222
52790,9079249,151380498_90563511452_637209,945394018_27600751472,Control,2,0,0.0
52791,9079316,210423589_27511016667_16103,215181133_47847862365,Control,4,1,25.0
52792,9079316,581971105_21623936386_233248,215181133_47847862365,Control,4,1,25.0
52793,9079825,981670260_73070645613_654227,652056459_3820601398,Control,5,0,0.0
52794,9079865,335868280_80539319051_398062,280061685_63615141400,Test,5,0,0.0
52795,9080038,835952985_18525533289_615992,583572714_51129334586,Control,5,0,0.0
52796,9080198,412422108_27238534995_744959,116715700_48107202835,Test,5,0,0.0
52797,9080510,272649357_29116458619_136177,838970630_12656446797,Control,6,1,16.666666666666664
52798,9080557,185917319_60308673882_475581,770706996_84978695636,Control,5,0,0.0
52799,9080764,825181431_46624567503_537005,696076532_25586210862,Control,3,0,0.0
52800,9080796,5151472_9887813035_836758,422192833_54841058988,Test,14,3,21.428571428571427
52801,9081241,905466750_17162931384_894729,836763559_81679267349,Control,2,0,0.0
52802,9081439,443602866_75712553954_164516,992912637_36310454560,Control,4,0,0.0
52803,9081439,678733762_47636375347_468424,992912637_36310454560,Control,2,0,0.0
52804,9081439,938730089_71357863291_818857,967970133_2730130467,Control,2,0,0.0
52805,9082137,311529082_51280553662_869044,847718056_19662052104,Test,5,0,0.0
52806,9082476,121598771_27330465569_144350,521307124_4333794912,Control,3,0,0.0
52807,9082516,433108275_33036419135_532026,298404644_44808985650,Test,9,1,11.11111111111111
52808,9082610,918020543_23770797654_682687,716454372_3703025634,Control,7,0,0.0
52809,9082728,92384224_40552998791_160558,379413035_52174065696,Test,6,0,0.0
52810,9082893,114477286_84846355219_785219,196871336_75731576180,Test,2,0,0.0
52811,9082893,514350187_47163318327_682535,196871336_75731576180,Test,3,0,0.0
52812,9083174,643950378_29508023496_342723,133609199_93323636019,Test,9,1,11.11111111111111
52813,9083174,680828961_65830235660_691222,133609199_93323636019,Test,2,0,0.0
52814,9083174,863929703_56938671912_186969,133609199_93323636019,Test,2,0,0.0
52815,9083361,732118772_30807831953_21656,186910153_16766826081,Control,5,0,0.0
52816,9083506,152214675_18437339358_255434,182506341_99949351139,Control,5,0,0.0
52817,9083686,939700677_44337547247_501652,960777406_74818252200,Control,2,0,0.0
52818,9083735,356134160_75331563218_382145,165644769_99860992545,Control,3,0,0.0
52819,9083735,593834734_80126602976_917228,839193944_57996968361,Control,3,0,0.0
52820,9083775,785444271_70673331930_743235,309246021_28416250829,Test,5,0,0.0
52821,9084523,499119357_16272506685_997090,842837379_32328601916,Test,5,0,0.0
52822,9085035,27163062_42978287415_577425,108438267_4595052114,Test,2,0,0.0
52823,9085035,563116570_12419613583_567111,852168849_10118005332,Test,4,1,25.0
52824,9086225,85920501_4292838616_548864,305364973_89055125642,Control,3,0,0.0
52825,9086225,999814517_15202944548_822095,305364973_89055125642,Control,2,0,0.0
52826,9086277,319097959_67624833694_314853,483490263_18077321484,Control,4,0,0.0
52827,9086603,793371940_91935101103_616633,705700480_30058653807,Test,7,1,14.285714285714285
52828,9086603,984936990_31365802367_184814,270750252_10521892670,Test,3,1,33.33333333333333
52829,9086611,186670066_73991920391_138583,50269071_6026780931,Test,5,0,0.0
52830,9086639,691644320_7699835678_755519,120522806_262954974,Test,5,0,0.0
52831,9086688,144118425_47982046152_768411,226990235_77320001750,Control,7,2,28.57142857142857
52832,9086688,555199585_17053595718_954615,339318017_46732153375,Control,6,1,16.666666666666664
52833,9086688,954700146_45606071433_919038,226990235_77320001750,Control,4,0,0.0
52834,9086783,147573825_38443606695_389061,371622370_71967955323,Control,8,1,12.5
52835,9087609,615564082_86747454522_561400,48066624_99139999769,Test,7,1,14.285714285714285
52836,9087617,486539028_57417182112_605954,955278218_44984163270,Test,5,0,0.0
52837,9087617,831778858_9067437880_379029,955278218_44984163270,Test,2,0,0.0
52838,9088169,82952799_8149191487_392646,112827922_59337283305,Control,2,0,0.0
52839,9088169,863758507_54992219674_169586,112827922_59337283305,Control,5,0,0.0
52840,9088264,215527774_25869825704_473352,145066202_13840886994,Control,3,0,0.0
52841,9088814,287262242_55772603379_862730,54495331_86117302261,Test,2,0,0.0
52842,9088935,269550142_75761436325_164566,471163399_87820383429,Control,5,0,0.0
52843,9088935,626208480_9932479042_822898,471163399_87820383429,Control,2,0,0.0
52844,9089095,598317248_53308205412_889723,857477680_37398440822,Test,5,0,0.0
52845,9089219,394188530_29713853071_85186,712483185_84321508494,Control,3,0,0.0
52846,9089219,80387668_74388656412_784155,78582982_99916374905,Control,7,1,14.285714285714285
52847,9089260,375073855_79642370575_347752,29642828_6145436147,Test,4,1,25.0
52848,9089300,494965236_15196831886_840490,740842637_44348294073,Control,3,0,0.0
52849,9089595,370065983_82631694528_671041,91132391_75278377422,Test,5,0,0.0
52850,9089595,881181838_36029955055_603125,490070168_60093693966,Test,2,0,0.0
52851,9089668,752572879_32892208890_229827,397683510_5014802567,Test,5,0,0.0
52852,9089805,209262354_3979756158_777822,390534574_3539240748,Control,9,1,11.11111111111111
52853,9089805,227812077_44664230666_784785,390534574_3539240748,Control,2,0,0.0
52854,9090172,373486549_99146563279_337554,496755970_77123054560,Control,7,0,0.0
52855,9090315,979707661_17454236908_445202,884824324_6757262141,Test,8,1,12.5
52856,9090954,187320949_48187189038_301767,493568597_45846778110,Control,5,0,0.0
52857,9090982,130464378_41343724118_312455,290718136_42194117069,Test,3,1,33.33333333333333
52858,9091270,180027456_81065084081_419205,56148308_69244971027,Test,6,0,0.0
52859,9091270,326044979_61790259746_822054,56148308_69244971027,Test,2,0,0.0
52860,9091354,941397185_61537671153_702245,531408421_44686105404,Test,3,1,33.33333333333333
52861,9091474,242046572_87335967065_653713,448708780_59001317745,Test,6,0,0.0
52862,9091585,230145485_43711131556_791019,360699468_49275561750,Control,7,1,14.285714285714285
52863,9091632,151907438_58164378658_276144,218211851_19378500277,Control,9,3,33.33333333333333
52864,9091709,177411587_47238736762_586092,658548821_68410299095,Test,5,0,0.0
52865,9092174,564881615_25618488960_696264,380225636_22194392044,Test,6,0,0.0
52866,9092574,543716083_6345949218_166645,756205965_4796818054,Control,4,0,0.0
52867,9092579,240131246_57465797213_957023,92509100_9972678975,Control,3,0,0.0
52868,9092579,632275055_92347034558_425440,92509100_9972678975,Control,2,0,0.0
52869,9092629,613114416_87068142315_556072,216246575_40736281934,Test,2,0,0.0
52870,9092629,658526992_17851235399_528032,216246575_40736281934,Test,5,0,0.0
52871,9092651,695999182_65215905981_262982,527767062_29588468829,Control,5,0,0.0
52872,9092677,945983003_99360702590_78600,26404590_15068403816,Test,6,0,0.0
52873,9092715,506859569_50267783465_41035,116263762_63501390640,Control,3,0,0.0
52874,9092791,767475169_21936539287_254538,143907397_44762926655,Control,3,0,0.0
52875,9092998,867708373_28767250948_90250,397684491_42119261318,Test,3,0,0.0
52876,9093278,322985447_95681717038_328102,687503890_1017897337,Test,7,1,14.285714285714285
52877,9094609,44731130_33382177282_51259,164386903_16090387480,Test,9,3,33.33333333333333
52878,9094850,14027814_87673324857_735880,761673344_7804178106,Control,2,0,0.0
52879,9094877,860058299_31074270031_862570,308082503_91810799713,Control,8,1,12.5
52880,9094936,605401345_94023179025_498172,857831742_65347896110,Test,5,0,0.0
52881,9094992,64329922_68807374264_809368,780959868_73741296442,Test,11,1,9.090909090909092
52882,9095014,385642136_73201170315_711585,687283374_47466056177,Control,3,0,0.0
52883,9095178,644552021_29921164276_30428,23454827_33997167986,Test,4,1,25.0
52884,9095178,948181497_14710835738_771625,23454827_33997167986,Test,5,0,0.0
52885,9095428,997790821_78724941347_310443,477656135_9575625067,Test,5,0,0.0
52886,9096264,753509885_89049314097_669347,19941305_80827644568,Test,3,0,0.0
52887,9096264,756683965_13782169020_40014,516830848_93739631758,Test,9,1,11.11111111111111
52888,9096386,622004467_92416590239_647408,777967272_12618212088,Test,8,2,25.0
52889,9096993,766579695_99476171774_708089,365381340_79911110434,Control,6,0,0.0
52890,9096994,312023863_48186166170_946196,496083743_87443647438,Test,5,0,0.0
52891,9096994,895217336_32912187145_724127,496083743_87443647438,Test,2,0,0.0
52892,9097207,33506762_56441394425_970708,213012835_61816233000,Control,5,0,0.0
52893,9097548,89699064_15194883523_47290,862513925_75906231152,Test,5,0,0.0
52894,9097687,858187637_57588010278_167513,969340784_29809367343,Control,10,2,20.0
52895,9097731,503239446_52385412700_228075,25120317_96826801062,Control,5,0,0.0
52896,9097776,823079520_48104787373_593572,920891109_49594673539,Control,8,1,12.5
52897,9097791,807604990_35884568184_885678,252316991_71359651563,Control,5,0,0.0
52898,9097979,667416553_38224488991_495200,951366474_16705307837,Test,3,1,33.33333333333333
52899,9098452,793032853_42788436364_826778,639938569_78177511287,Test,7,1,14.285714285714285
52900,9098507,65879526_14602464522_269698,513205803_57011312084,Control,5,0,0.0
52901,9098523,84595498_18500590314_823892,169080222_75230900836,Control,5,0,0.0
52902,9098597,102533008_90910706675_937858,816443296_55778195802,Test,3,0,0.0
52903,9098939,736188512_17582360981_402435,431445394_40301397543,Test,6,1,16.666666666666664
52904,9098959,921965738_14214691999_501647,826909694_5592124507,Control,5,0,0.0
52905,9099010,214118305_73385148645_784975,880209591_1096995920,Test,2,0,0.0
52906,9099065,162057629_96305315460_98619,16082018_20383907105,Control,5,0,0.0
52907,9099131,346915378_92393378842_896160,602177065_12142479613,Test,9,1,11.11111111111111
52908,9099376,66195185_76030162392_531329,308918349_27176574386,Test,6,0,0.0
52909,9099429,789337785_51114156854_923685,903223288_48286126960,Test,3,1,33.33333333333333
52910,9099523,385743914_75459403357_900812,263256305_83853611043,Control,5,1,20.0
52911,9099836,750126411_99543417676_871075,500659728_72585073929,Control,7,0,0.0
52912,9100156,754653677_45564662297_427415,156339345_79769454078,Test,6,0,0.0
52913,9100219,150566564_1333213619_763238,341145464_90475483634,Control,5,0,0.0
52914,9100473,625749936_9235137495_471481,880417648_69913087857,Test,5,0,0.0
52915,9100539,361315086_96979813739_683224,809678374_50847992097,Control,3,0,0.0
52916,9101443,1990532_94065401597_670005,831832678_12702486835,Control,2,0,0.0
52917,9101443,498610682_25962187856_537965,831832678_12702486835,Control,8,1,12.5
52918,9101443,728936972_16089426934_924322,98775525_48174273884,Control,8,2,25.0
52919,9102469,152878149_82208340928_876066,345939762_96107471746,Control,5,0,0.0
52920,9102754,165952735_87139650427_190345,879916085_60527715592,Test,6,0,0.0
52921,9102987,579104711_3797077611_265973,893536421_62056640791,Test,5,0,0.0
52922,9103258,682312979_60728389298_887649,274888927_42055978874,Test,5,0,0.0
52923,9103394,944830364_84717688736_602735,833377600_3693783091,Test,4,1,25.0
52924,9103512,937994866_81673497439_775394,316302041_44741567437,Control,6,0,0.0
52925,9103722,899671698_70996433701_704574,584733354_11736564810,Test,5,0,0.0
52926,9103724,62031685_74901000203_361687,63913569_33258374561,Control,10,1,10.0
52927,9103754,743624302_16108253942_271083,127171062_31373745758,Test,4,0,0.0
52928,9104203,279419540_88430697969_219097,424028429_69390523866,Control,6,1,16.666666666666664
52929,9104320,175908728_36684940557_662007,782514647_85223661312,Test,8,0,0.0
52930,9104896,239761957_37557585922_104201,449662268_9619324257,Test,2,0,0.0
52931,9105028,237114126_86257216132_368620,292867454_85335355057,Test,5,0,0.0
52932,9105369,832833313_74771600074_238214,294030467_9611999490,Control,3,0,0.0
52933,9105658,232392201_12111314520_409177,738270933_69472773556,Test,9,2,22.22222222222222
52934,9105688,569706949_85762179708_427249,815500205_89336521662,Test,3,1,33.33333333333333
52935,9105902,329854510_3015441948_12400,214290487_78354208350,Control,2,0,0.0
52936,9106314,254547202_35941525670_1200,566087808_61441929193,Test,7,1,14.285714285714285
52937,9106373,629436907_764246464_727037,243185196_64875762988,Test,3,0,0.0
52938,9106373,896488366_44101890307_4935,243185196_64875762988,Test,2,0,0.0
52939,9106666,370718670_43395651931_157802,815581213_5374129785,Control,6,1,16.666666666666664
52940,9106666,430985548_7762907928_511876,50043587_25051059023,Control,4,1,25.0
52941,9106700,392026723_85629449546_382067,904545227_80662140897,Control,5,0,0.0
52942,9106860,240195587_33455877571_324533,355949237_87922301188,Test,5,0,0.0
52943,9107161,373472048_68875291307_520013,784380869_57658412025,Control,7,1,14.285714285714285
52944,9107244,908451623_99075077576_60324,491653899_62489479984,Test,9,3,33.33333333333333
52945,9107291,652364519_7432136187_478476,478711335_50222865050,Control,4,1,25.0
52946,9107346,630668737_13064353922_742232,421606363_65653296942,Test,5,0,0.0
52947,9107587,161150765_39206112349_367943,631329971_85590778850,Control,2,0,0.0
52948,9108186,121623235_23859714042_362559,115186492_95354028670,Test,6,0,0.0
52949,9108186,361297546_62699904634_155964,115186492_95354028670,Test,7,1,14.285714285714285
52950,9108186,98311176_63192149809_257023,115186492_95354028670,Test,4,0,0.0
52951,9108332,181287568_31238094762_705366,345732135_45837912933,Test,4,0,0.0
52952,9108723,136765354_66572207470_480363,252169889_69975318203,Control,5,0,0.0
52953,9108805,533417809_27132854586_582336,722173611_53290143279,Test,6,1,16.666666666666664
52954,9108896,818664775_75719241753_102539,821540635_71072551271,Test,3,1,33.33333333333333
52955,9108896,841799486_58234186612_953207,821540635_71072551271,Test,8,2,25.0
52956,9109114,488399416_82744565335_634138,698955747_91957471135,Control,6,1,16.666666666666664
52957,9109142,154884227_68897938787_396075,458123259_35479358726,Control,5,0,0.0
52958,9109161,193252255_55031869208_886067,410315152_91156162996,Test,7,1,14.285714285714285
52959,9109169,351009337_84970296638_857453,272469437_20982712514,Test,2,0,0.0
52960,9109169,980934326_46891496388_31727,272469437_20982712514,Test,5,0,0.0
52961,9110158,103103875_46336298052_373337,944947048_52259125279,Test,5,0,0.0
52962,9110241,358624478_28534766639_240381,355305332_46990310599,Test,2,0,0.0
52963,9110241,878218052_81647358649_291286,466945690_62636379258,Test,2,0,0.0
52964,9110421,487384091_31566175232_441544,510370535_23713206804,Control,5,0,0.0
52965,9110521,344252262_33512081489_703079,345193360_24797056184,Control,5,0,0.0
52966,9110731,536291238_75905645039_882785,69699837_86088409935,Test,4,1,25.0
52967,9110901,573648492_32653219686_343356,238930148_27272650258,Control,5,0,0.0
52968,9110997,335208940_78725150370_230970,982435216_53136225491,Test,4,0,0.0
52969,9111035,206653320_56168982876_957395,445366086_56056073127,Test,5,0,0.0
52970,9111859,711068260_8737840293_48357,131057639_71323378740,Control,7,1,14.285714285714285
52971,9112083,346717860_59119194856_445183,420753961_51977170707,Control,4,0,0.0
52972,9112089,937575331_88649883703_629132,90682930_91578272767,Control,5,0,0.0
52973,9112160,751083530_39610338954_278755,884636712_25520405279,Test,8,1,12.5
52974,9112330,132921379_99280095265_214061,621995507_50801188419,Test,2,0,0.0
52975,9112330,30107466_38683892962_893231,621995507_50801188419,Test,5,0,0.0
52976,9112360,54624460_59462241423_623373,497606443_13281501159,Control,7,0,0.0
52977,9112416,443266359_9350684002_871966,794601573_22586510112,Test,2,0,0.0
52978,9112702,751769130_23654968338_627685,670410527_48127479222,Control,5,0,0.0
52979,9112859,831832606_47570249946_935783,100474739_21621020958,Control,2,0,0.0
52980,9112859,996300215_99721677665_8381,100474739_21621020958,Control,5,0,0.0
52981,9113216,473074767_22665073947_395553,718451398_64093667603,Control,3,0,0.0
52982,9113602,183129563_6804462507_707861,648782247_21372121263,Control,5,0,0.0
52983,9113722,913931421_92994048895_252903,381796233_29430030759,Control,2,0,0.0
52984,9114074,228166049_46019777995_790424,478852041_30738629175,Control,9,2,22.22222222222222
52985,9114126,521378643_44711050525_969946,462217352_24649385161,Test,5,1,20.0
52986,9114126,920686402_43023746886_82520,641394118_96949548584,Test,6,0,0.0
52987,9114215,770652458_49962026828_771577,835038577_94247299000,Control,3,1,33.33333333333333
52988,9114360,511821717_72109257007_994741,739324800_32877575794,Test,5,0,0.0
52989,9114715,342052317_61780803983_26292,656933800_20548041426,Test,16,2,12.5
52990,9114715,360824467_76153591069_908681,656933800_20548041426,Test,3,1,33.33333333333333
52991,9114853,480390608_7102173312_368559,991675651_35033235418,Control,7,1,14.285714285714285
52992,9114855,703918235_64972992889_296615,261298357_83523343817,Test,5,0,0.0
52993,9114930,925434467_6054761024_110032,480927357_45540360475,Control,9,2,22.22222222222222
52994,9115050,549980107_32007632064_112805,469059407_66522598485,Control,5,0,0.0
52995,9115136,427101899_28871645747_243393,924639659_99506619235,Test,5,0,0.0
52996,9115212,538017370_29732620634_171973,34916764_23397969126,Test,5,1,20.0
52997,9115264,797083808_32206322731_923634,5982256_3017075218,Test,5,0,0.0
52998,9115330,226240590_23154634557_67318,122991817_45405956930,Control,4,0,0.0
52999,9115434,125329419_81410969088_967390,158885255_99230775471,Test,3,0,0.0
53000,9115436,571953986_52759401571_244790,76867909_90144079608,Test,6,0,0.0
53001,9115560,456593033_57677828976_293330,77344398_93067827348,Test,5,0,0.0
53002,9115681,302091061_45122292730_867518,219580748_80478021443,Test,2,0,0.0
53003,9115808,913428053_63555028999_836424,492397351_12422416630,Test,6,0,0.0
53004,9115963,795262801_95706710954_204823,974982279_79590153194,Test,6,0,0.0
53005,9116217,856636102_89244620174_856598,409133800_4057180984,Test,5,0,0.0
53006,9116627,210390129_19440075144_711597,856840255_23388417124,Test,7,1,14.285714285714285
53007,9117173,317565943_32938471625_55519,216657783_32223546604,Control,12,2,16.666666666666664
53008,9117206,554480085_26813735582_84400,102157210_90673483675,Test,2,0,0.0
53009,9117206,621076674_53121330424_81132,102157210_90673483675,Test,4,1,25.0
53010,9117250,561452334_54095153152_917662,620029610_51391006766,Control,2,0,0.0
53011,9117582,394217585_30222999355_982445,177448889_99090221015,Test,3,0,0.0
53012,9117740,168210813_24362497587_176253,74206608_54115187481,Control,3,0,0.0
53013,9117843,234494808_26423426824_899505,493750850_518756470,Control,2,0,0.0
53014,9117843,379597119_13416297545_747726,493750850_518756470,Control,4,0,0.0
53015,9117889,307651105_11713276723_987532,844427340_11615223689,Control,3,0,0.0
53016,9118111,13309791_78401259680_439650,988460335_85919703832,Control,8,1,12.5
53017,9118253,164118782_5432028718_806574,174926408_16735945608,Control,6,0,0.0
53018,9118442,543230893_21384953862_503400,170621477_95038754903,Test,4,0,0.0
53019,9118633,326109679_72464166465_472191,14726597_36373365283,Control,5,0,0.0
53020,9118928,333174839_4880164559_467429,582461131_47141883952,Test,3,0,0.0
53021,9118928,556735521_94743132683_389916,582461131_47141883952,Test,7,1,14.285714285714285
53022,9119345,2809493_90234435540_107612,698850984_7498266900,Control,3,0,0.0
53023,9119345,924548421_99783765453_760356,325556549_44176776067,Control,2,0,0.0
53024,9119414,999073854_74219533116_812716,813556657_77829446946,Test,5,0,0.0
53025,9119435,862880212_63095111437_256218,98198202_7424597536,Control,5,0,0.0
53026,9119443,585303382_98767603113_455351,688586394_55019858535,Test,3,0,0.0
53027,9119484,230365755_69313050417_409109,924524511_75327751773,Control,4,0,0.0
53028,9119484,539307913_41114547893_4094,924524511_75327751773,Control,4,0,0.0
53029,9119625,604484967_9802271806_877303,41094979_86117697493,Control,2,0,0.0
53030,9119625,85122776_99475439003_850161,41094979_86117697493,Control,5,0,0.0
53031,9119907,318426887_82977701600_486079,466826668_79480106585,Control,5,0,0.0
53032,9119940,208154054_6039697127_226876,138389861_33506555897,Control,2,0,0.0
53033,9119940,6549274_37764441722_636304,146039375_17801186858,Control,2,0,0.0
53034,9120611,599923559_3042366842_284581,166598998_50425578452,Control,2,0,0.0
53035,9120702,294190812_99519977095_227835,175033034_37619420798,Test,5,1,20.0
53036,9120702,426358817_19863183829_17544,135708411_23207978427,Test,5,0,0.0
53037,9120871,119087882_58835915842_130132,388525036_42240631860,Control,7,1,14.285714285714285
53038,9120871,306175352_45428613610_164303,388525036_42240631860,Control,2,0,0.0
53039,9120871,556638321_26887748234_647149,388525036_42240631860,Control,2,0,0.0
53040,9121023,911225067_43629973849_871447,41025670_70134153677,Test,6,0,0.0
53041,9121026,778599866_68629149392_989635,662406441_94324308723,Control,5,0,0.0
53042,9121064,631206707_34303346803_308391,998140983_15065794601,Control,12,5,41.66666666666667
53043,9121064,916005749_39120776966_672836,998140983_15065794601,Control,8,3,37.5
53044,9121085,257959725_10939569382_385061,778310527_26237358080,Test,3,0,0.0
53045,9122308,624540257_54686041348_112241,868984584_2579461496,Control,7,0,0.0
53046,9122332,651701979_72470721859_818918,700363683_6095913428,Test,9,1,11.11111111111111
53047,9123233,450224512_34587179338_832228,956031814_22942740216,Test,5,0,0.0
53048,9123442,514925440_42392870985_476648,778117950_10863131415,Test,5,0,0.0
53049,9123498,376415006_92680121305_607954,58412323_53747472412,Control,4,0,0.0
53050,9123885,371191839_70728460334_237601,238482727_81787088965,Control,6,0,0.0
53051,9123885,661561339_79824166498_221402,238482727_81787088965,Control,2,0,0.0
53052,9123885,916659111_80211203754_337707,657045791_14553335852,Control,2,0,0.0
53053,9124265,164874572_16569815168_940117,266653372_20073365159,Test,6,0,0.0
53054,9124545,559558408_85488737675_473503,672653421_18518267249,Test,7,1,14.285714285714285
53055,9124808,750137629_26993129055_675867,408351532_27281973732,Test,5,1,20.0
53056,9126175,225028022_56180980708_796486,647311479_90668095556,Test,5,1,20.0
53057,9126731,780202049_37661904857_76986,319077864_50679277519,Test,7,0,0.0
53058,9126731,811312488_76134967664_547306,319077864_50679277519,Test,2,0,0.0
53059,9126956,433930113_97850659687_704118,280886458_11178731203,Control,9,1,11.11111111111111
53060,9126956,914908745_90893149315_325987,33205819_88376122557,Control,2,0,0.0
53061,9127183,672388347_29484928397_849744,785694144_6829087482,Test,3,1,33.33333333333333
53062,9127186,387605823_66000208244_329979,828922642_19758005608,Control,6,1,16.666666666666664
53063,9127278,250270357_66922112118_605689,311956028_45473193588,Test,9,1,11.11111111111111
53064,9127287,617067582_47367061140_703407,345761354_92399653273,Control,5,0,0.0
53065,9127298,688549337_47896911329_15491,433042969_93481061586,Test,6,0,0.0
53066,9127541,881419938_55994666375_527281,646377853_41354428781,Control,3,0,0.0
53067,9127572,275904146_63101578086_151872,74117540_85871955464,Control,15,3,20.0
53068,9127678,383785057_74639550388_820765,614105294_81965010494,Test,5,0,0.0
53069,9128096,307254818_75302314202_847963,180087273_79525285740,Test,6,0,0.0
53070,9128098,585463065_68141878812_240444,18750531_57411976789,Control,9,1,11.11111111111111
53071,9128175,544854851_54054145509_332384,838186663_27722759757,Control,5,0,0.0
53072,9128344,791842231_8909159932_708409,971553487_49200194562,Test,11,3,27.27272727272727
53073,9128400,244209822_97788640363_965772,768791127_95965708216,Test,8,1,12.5
53074,9128493,142636124_22766104973_662270,584574963_86921230842,Control,2,0,0.0
53075,9128493,752565256_52225101282_970404,584574963_86921230842,Control,3,0,0.0
53076,9128593,498046211_91867784146_927633,936292993_17568019946,Control,5,0,0.0
53077,9128690,106792523_73817709529_506584,323784911_39408325404,Test,2,0,0.0
53078,9128690,656312109_88305091956_519507,323784911_39408325404,Test,5,0,0.0
53079,9128868,763232821_5712102797_102382,535593313_68681172278,Control,5,0,0.0
53080,9128986,602571165_79770892373_605292,608961151_81228660740,Test,6,0,0.0
53081,9129736,437138505_48729916758_977091,485248849_1456705396,Control,5,0,0.0
53082,9129855,176465462_52270970333_245934,608561476_52809415227,Test,2,0,0.0
53083,9129855,703649519_24671313273_226120,608561476_52809415227,Test,2,0,0.0
53084,9129855,722245363_61358351914_765636,608561476_52809415227,Test,2,0,0.0
53085,9129855,810503311_11780364910_905081,608561476_52809415227,Test,5,0,0.0
53086,9129855,834389482_12773320987_130752,608561476_52809415227,Test,2,0,0.0
53087,9129878,538799016_78143738017_777191,820047582_33101882371,Control,6,0,0.0
53088,9129912,923557477_41121376930_741084,124870722_79117148634,Control,5,0,0.0
53089,9129948,21457065_95026273565_415102,561762207_68441327208,Control,6,0,0.0
53090,9129948,808937879_42862319057_533865,928183497_28376740065,Control,2,0,0.0
53091,9130095,73308975_3704419306_501290,752063155_55349784350,Test,5,0,0.0
53092,9130118,602756747_83540243749_674456,23820175_5104907829,Test,7,1,14.285714285714285
53093,9130383,961791060_34600950679_920202,575352095_26947637188,Control,5,0,0.0
53094,9130631,536792968_42850200851_293146,657230029_55113351073,Control,5,0,0.0
53095,9130631,800808567_11636786959_856665,868384583_65720792736,Control,3,0,0.0
53096,9130631,818726696_9969143275_2602,758605234_411739228,Control,5,0,0.0
53097,9130771,445174715_65736543158_469555,441999494_59899874715,Test,12,5,41.66666666666667
53098,9130823,153180320_95713919220_383113,982032013_18313652185,Control,5,0,0.0
53099,9130823,706384355_72227229481_332492,982032013_18313652185,Control,3,0,0.0
53100,9131191,119955997_67207808624_761082,102021205_5611403992,Control,2,0,0.0
53101,9131191,761928628_26835116175_821529,102021205_5611403992,Control,3,0,0.0
53102,9131334,225596442_52204765433_731862,395048935_6712377266,Test,3,0,0.0
53103,9131334,598544049_10984948456_695784,395048935_6712377266,Test,3,0,0.0
53104,9131552,264907145_64417907881_704839,163711721_40003656330,Test,6,0,0.0
53105,9131627,198546058_83204093530_680100,573320446_54870184016,Test,5,0,0.0
53106,9131627,294524380_59313855875_337518,271195908_74471063125,Test,2,0,0.0
53107,9131627,436150270_11945470397_726837,573320446_54870184016,Test,2,0,0.0
53108,9131734,405999114_53932328111_399848,310699564_3549021778,Test,5,0,0.0
53109,9131748,111288913_58923313719_547176,603671181_49208805441,Test,11,2,18.181818181818183
53110,9132044,13744084_21756092403_982857,413289783_2071532076,Test,5,1,20.0
53111,9132044,646771313_43813716629_846614,97398589_15361871666,Test,2,0,0.0
53112,9132085,648631980_44284099367_175380,653260717_27473875000,Test,5,1,20.0
53113,9132456,101114217_62558506460_651777,953728401_72001370295,Test,5,2,40.0
53114,9132604,727861602_71280453474_844927,348849100_50347881404,Test,13,4,30.76923076923077
53115,9132604,738797567_37209524505_415599,519091781_8275234790,Test,10,1,10.0
53116,9132649,537075757_22512587169_882828,384515528_36795059973,Test,5,0,0.0
53117,9132681,131516216_55101151729_486219,817745907_87035943360,Test,7,0,0.0
53118,9132749,132778966_7681505625_798986,174363152_51032698091,Test,8,1,12.5
53119,9132831,327945820_95181527355_562677,785327088_22709812647,Test,6,0,0.0
53120,9132831,365977365_51556299281_783096,785327088_22709812647,Test,4,1,25.0
53121,9133920,154433345_5294002124_237418,991357080_2958190197,Test,5,0,0.0
53122,9134207,184566346_78210434399_920666,111439262_50301043894,Test,6,0,0.0
53123,9134220,158225006_79517181190_183348,732223709_8945179729,Test,9,0,0.0
53124,9134220,854265699_14220959807_73029,361820797_30948625234,Test,4,0,0.0
53125,9134220,978041434_81874054420_679769,361820797_30948625234,Test,12,4,33.33333333333333
53126,9134636,779345355_72231147291_26856,277808830_90374676633,Control,6,0,0.0
53127,9134976,649068462_87575569135_652716,208490495_3653139585,Test,7,1,14.285714285714285
53128,9135308,66034785_77749914862_738642,960614181_41368391787,Test,6,2,33.33333333333333
53129,9135395,16363578_10428785991_719011,830172916_98105238223,Test,8,1,12.5
53130,9135444,13236860_51041825273_560200,629620142_78989270580,Test,8,2,25.0
53131,9135444,160726861_96867411496_315161,629620142_78989270580,Test,5,0,0.0
53132,9135655,565816795_39917528760_831645,95050296_96963046474,Control,5,0,0.0
53133,9135689,545609627_76009097664_473317,821161706_27307197831,Test,5,0,0.0
53134,9135765,775724920_4214574935_473691,188587407_86799572753,Control,2,0,0.0
53135,9136016,492863140_78506094929_236047,234079403_14202180125,Test,5,0,0.0
